node_id,cluster_id,battery_level,signal_strength,temperature,humidity,data_redundancy_flag,is_fault_predicted,actual_fault_occurred,fault_type,data_packet_size,latency_ms,energy_consumed_mJ,optimized_path_flag,load_on_node,recovery_time_ms,pdr,transmission_success
15,2,36.99,-58.27,27.35,31.51,0,0,1,link_loss,154,280.84,1.66,1,0.69,454.27,0.88,0
49,3,82.09,-92.69,33.07,52.48,0,1,0,none,136,270.8,1.589,1,0.66,0.0,0.973,0
39,2,81.05,-47.63,32.45,37.24,0,0,0,none,249,140.75,0.76,0,0.15,0.0,0.938,1
40,5,65.26,-82.3,33.11,45.14,1,1,0,none,271,121.52,1.631,0,0.29,0.0,0.817,1
14,5,85.68,-84.51,25.24,76.59,1,0,0,none,308,77.19,0.132,1,0.17,0.0,0.884,1
47,5,38.06,-82.52,36.17,63.35,0,1,0,none,454,136.95,0.321,1,0.94,0.0,0.932,0
19,4,59.56,-71.78,43.35,77.03,0,0,0,none,128,144.35,1.525,1,0.58,0.0,0.856,1
4,3,12.62,-36.49,16.25,35.41,0,0,0,none,199,160.68,1.49,1,0.3,0.0,0.977,1
39,2,38.49,-80.0,13.65,42.04,0,0,0,none,161,250.85,0.378,1,0.59,0.0,0.969,1
4,5,92.36,-82.42,43.77,53.88,0,0,0,none,175,267.62,1.163,1,0.74,0.0,0.939,1
17,1,28.98,-40.0,42.82,50.84,0,0,0,none,314,238.45,1.995,0,0.51,0.0,0.886,1
9,2,66.05,-84.41,22.29,58.25,0,0,0,none,431,143.83,1.615,1,0.72,0.0,0.868,1
25,3,64.22,-88.59,19.35,21.66,1,1,0,none,511,98.37,0.628,0,0.93,0.0,0.843,0
18,3,12.58,-59.17,10.45,75.12,0,0,0,none,396,178.54,0.112,0,0.58,0.0,0.913,0
47,4,48.35,-41.73,42.23,35.7,0,1,1,sensor_fail,412,195.41,0.646,0,0.4,348.26,0.974,0
29,3,53.6,-51.43,32.11,35.14,0,0,1,battery_low,211,225.49,0.758,0,0.21,127.08,0.965,0
19,2,27.41,-55.09,20.39,82.03,1,0,0,none,466,201.47,1.763,1,0.23,0.0,0.909,0
5,4,69.07,-62.54,13.28,22.45,1,0,0,none,158,296.76,1.957,1,0.69,0.0,0.916,1
19,5,79.12,-69.59,27.86,63.31,0,0,0,none,486,281.64,1.409,1,0.6,0.0,0.956,0
50,4,13.61,-37.71,49.68,40.58,0,0,0,none,343,163.26,0.216,0,0.18,0.0,0.993,0
3,2,90.06,-33.93,40.63,20.38,0,0,0,none,159,83.36,1.415,0,0.66,0.0,0.949,1
37,5,64.54,-40.54,11.8,71.39,0,0,1,battery_low,139,27.8,1.283,1,0.86,267.22,0.955,0
36,3,67.01,-43.61,25.92,76.42,0,0,0,none,468,39.43,0.271,1,0.41,0.0,0.983,1
6,4,99.23,-49.12,41.39,89.61,0,0,0,none,211,284.86,0.662,0,0.34,0.0,0.844,1
40,3,63.41,-98.86,39.15,42.65,0,0,0,none,351,247.76,1.856,0,0.55,0.0,0.864,1
23,3,36.89,-37.62,10.55,42.59,0,0,0,none,351,258.32,1.92,1,0.56,0.0,0.817,1
22,2,64.64,-72.79,19.61,26.65,0,0,0,none,117,144.35,1.111,1,1.0,0.0,0.917,1
47,1,46.24,-52.92,37.29,42.07,0,0,0,none,427,214.16,1.431,1,0.89,0.0,0.9,1
45,3,26.8,-98.2,21.38,51.01,0,1,0,none,263,289.77,0.305,0,0.63,0.0,0.908,0
19,3,62.7,-61.9,19.35,64.64,1,0,0,none,511,131.77,1.237,1,0.24,0.0,0.995,1
47,3,91.7,-30.24,38.02,73.93,0,1,0,none,372,108.42,0.208,1,0.73,0.0,0.866,1
11,1,70.85,-78.49,24.8,58.53,1,0,0,none,376,125.79,0.218,0,0.56,0.0,0.832,1
17,3,50.66,-75.17,26.03,28.06,1,0,0,none,110,192.6,0.969,0,0.51,0.0,0.883,1
17,2,27.79,-87.36,20.5,56.77,0,1,0,none,299,129.69,0.409,1,0.29,0.0,0.812,0
30,2,88.47,-59.61,23.82,76.21,0,0,0,none,397,61.54,0.427,1,0.6,0.0,0.974,1
37,1,57.13,-77.66,28.8,55.17,0,0,0,none,331,252.02,1.589,0,0.95,0.0,0.825,1
23,2,25.94,-49.46,11.61,48.38,0,0,1,battery_low,489,154.76,1.638,1,0.12,492.13,0.817,1
33,3,21.9,-69.21,35.76,46.67,0,0,1,sensor_fail,484,273.55,1.687,0,0.5,139.74,0.853,0
24,2,84.33,-55.8,41.38,61.9,0,1,0,none,475,136.23,0.127,0,0.12,0.0,0.964,1
5,2,35.5,-41.39,31.72,46.17,0,0,0,none,329,76.64,0.835,0,0.46,0.0,0.902,1
8,2,23.08,-64.6,12.48,24.98,0,0,1,sensor_fail,396,51.79,1.843,1,0.84,456.24,0.905,0
10,3,63.03,-68.2,28.06,85.58,1,0,0,none,397,88.84,0.78,1,0.72,0.0,0.99,0
13,3,59.93,-94.63,10.17,66.93,0,0,0,none,295,202.83,1.201,0,0.99,0.0,0.808,1
6,5,31.32,-93.21,17.16,75.83,0,0,0,none,382,238.86,0.93,1,0.68,0.0,0.969,0
26,5,30.22,-72.05,26.39,88.48,0,0,0,none,502,96.34,1.49,0,0.57,0.0,0.814,0
37,2,90.11,-54.34,28.39,67.3,0,0,0,none,91,209.13,0.852,0,0.24,0.0,0.99,1
40,5,99.24,-85.42,24.22,66.85,0,0,0,none,209,181.17,0.407,0,0.6,0.0,0.914,0
47,3,41.93,-45.39,32.56,38.28,0,0,0,none,153,163.69,0.348,0,0.39,0.0,0.982,0
28,1,26.45,-77.67,26.62,83.56,0,0,0,none,385,283.61,0.431,0,0.18,0.0,0.925,1
24,5,32.83,-55.05,21.02,54.62,0,0,0,none,284,246.85,0.916,1,0.92,0.0,0.914,0
34,4,81.16,-73.07,27.44,61.58,0,0,0,none,102,222.46,1.568,1,0.62,0.0,0.803,1
31,4,68.44,-53.18,41.95,85.29,0,0,1,link_loss,324,178.09,1.36,1,0.94,498.63,0.944,0
8,3,14.43,-83.82,45.9,37.93,0,0,1,battery_low,331,119.84,1.832,0,0.56,356.22,0.986,0
39,5,94.11,-78.76,41.28,73.61,0,1,0,none,272,71.09,1.934,0,0.67,0.0,0.945,1
35,2,28.59,-78.07,35.44,47.88,0,0,1,battery_low,387,242.62,0.715,1,0.23,345.97,0.928,0
49,1,91.29,-81.28,42.5,25.77,0,0,0,none,236,260.44,1.729,1,0.23,0.0,0.938,1
29,1,14.84,-53.15,19.25,37.05,0,0,0,none,252,58.44,1.91,0,0.7,0.0,0.95,1
20,3,82.29,-30.94,33.91,25.74,0,0,0,none,300,35.02,1.463,0,0.86,0.0,0.877,0
11,2,59.4,-86.76,38.82,55.78,0,0,0,none,287,281.1,1.874,0,0.52,0.0,0.941,1
31,1,37.38,-90.25,34.48,41.44,0,0,0,none,113,196.79,0.614,0,0.95,0.0,0.86,0
32,5,22.53,-99.25,31.77,88.3,0,0,0,none,161,66.89,0.979,0,0.21,0.0,0.883,0
27,2,16.6,-53.58,33.81,49.06,0,0,0,none,335,258.91,1.38,0,0.35,0.0,0.809,1
39,2,77.17,-78.19,43.83,38.17,0,0,0,none,264,137.23,0.517,0,0.92,0.0,0.969,1
29,3,16.08,-49.32,47.15,50.14,0,0,0,none,234,228.33,1.451,0,0.77,0.0,0.984,0
34,2,27.09,-97.27,25.67,76.17,0,0,0,none,489,265.69,1.569,1,0.13,0.0,0.907,0
7,2,98.82,-47.18,19.94,57.69,1,1,0,none,468,169.71,1.732,0,0.96,0.0,0.824,0
20,3,10.05,-78.45,19.65,36.35,0,0,0,none,502,82.7,0.79,0,0.98,0.0,0.962,0
42,2,85.6,-76.25,38.36,89.56,0,0,0,none,503,54.3,1.306,0,0.16,0.0,0.982,0
21,5,20.68,-87.97,29.06,71.65,0,0,0,none,89,163.3,1.562,1,0.92,0.0,0.964,1
44,5,35.58,-79.77,25.08,47.53,0,0,0,none,73,74.4,0.95,1,0.69,0.0,0.882,1
47,5,46.13,-44.48,18.82,33.02,1,0,0,none,90,118.65,0.182,0,0.45,0.0,0.99,0
33,5,40.83,-56.06,17.68,30.22,1,1,1,link_loss,145,278.74,1.659,1,0.7,466.84,0.924,1
30,4,59.67,-83.07,27.04,87.74,0,0,1,battery_low,95,121.5,1.666,0,0.52,410.42,0.836,0
7,5,40.86,-52.13,11.01,68.3,0,0,0,none,490,44.38,0.484,1,0.29,0.0,0.909,1
2,1,32.1,-43.14,23.71,27.8,0,0,0,none,404,173.07,1.781,1,0.58,0.0,0.839,0
37,5,39.51,-73.95,40.39,43.72,1,0,0,none,170,35.26,0.697,0,0.29,0.0,0.975,0
26,1,72.23,-81.68,34.97,78.06,0,1,0,none,480,140.64,0.693,1,0.82,0.0,0.967,1
36,5,64.12,-76.25,31.78,22.87,1,0,0,none,181,208.65,0.956,1,0.42,0.0,0.927,0
41,3,20.16,-58.25,29.39,21.88,0,0,0,none,473,288.0,0.911,0,0.91,0.0,0.905,1
24,2,70.01,-64.23,27.15,23.76,0,0,0,none,400,254.95,1.146,0,0.76,0.0,0.92,1
2,4,47.65,-78.34,47.47,56.1,0,0,0,none,243,248.41,1.235,0,0.53,0.0,0.971,1
27,5,17.93,-45.62,43.9,32.73,0,0,0,none,356,53.35,0.367,0,0.57,0.0,0.95,1
38,2,70.02,-69.52,48.12,70.35,1,0,0,none,232,250.06,0.293,1,0.83,0.0,0.896,0
42,5,73.67,-50.18,45.93,60.79,0,0,0,none,325,73.77,1.367,1,0.64,0.0,0.898,1
11,4,56.74,-86.17,42.21,33.0,0,0,0,none,501,229.99,1.63,0,0.16,0.0,0.979,0
9,1,75.22,-41.45,44.5,42.12,1,0,0,none,114,227.39,1.022,0,0.98,0.0,0.904,1
39,1,48.62,-94.76,14.25,78.62,0,0,0,none,243,125.84,1.964,0,0.81,0.0,0.88,0
23,5,74.72,-61.67,47.75,37.56,0,0,0,none,498,181.73,1.185,0,0.38,0.0,0.821,1
10,4,99.39,-39.2,32.59,56.16,0,0,0,none,273,147.58,1.016,1,0.35,0.0,0.864,1
8,2,92.15,-57.27,31.86,37.48,0,1,0,none,313,230.5,1.822,1,0.58,0.0,0.972,1
37,2,86.59,-75.79,11.41,72.23,1,0,0,none,393,221.39,0.616,0,0.86,0.0,0.895,1
28,3,37.09,-87.12,40.26,53.19,0,0,0,none,284,146.08,0.58,0,0.86,0.0,0.841,1
30,5,98.72,-41.3,42.34,42.25,0,0,0,none,416,44.28,1.123,1,0.45,0.0,0.966,0
46,2,77.63,-34.11,37.06,45.44,1,0,0,none,119,195.69,1.855,1,0.13,0.0,0.847,1
29,3,31.8,-85.76,48.18,84.3,0,0,0,none,161,244.52,0.926,1,0.26,0.0,0.99,0
34,1,63.38,-65.75,15.33,36.98,0,1,0,none,417,152.81,0.419,0,0.46,0.0,0.811,1
42,2,63.8,-53.47,26.77,69.08,0,0,0,none,295,205.18,0.173,0,0.98,0.0,0.884,1
24,1,74.55,-59.26,41.91,80.51,0,0,0,none,483,231.94,1.409,1,1.0,0.0,0.885,0
21,4,89.0,-85.72,43.06,59.04,0,1,0,none,208,151.43,1.73,0,0.27,0.0,0.826,0
19,5,28.13,-99.33,13.01,46.31,1,0,0,none,360,70.17,1.793,0,0.74,0.0,0.997,0
8,1,74.84,-80.27,17.37,22.76,0,0,0,none,371,189.65,0.914,0,0.81,0.0,0.802,1
33,5,81.28,-30.93,20.03,55.68,1,0,0,none,155,279.53,1.928,1,0.51,0.0,0.856,1
21,2,39.19,-33.35,42.95,69.63,0,1,0,none,103,63.27,0.935,1,0.33,0.0,0.863,0
21,3,33.28,-75.7,41.77,63.77,1,0,0,none,105,289.01,1.121,0,0.33,0.0,0.89,1
17,5,99.59,-79.87,31.53,57.33,0,0,1,battery_low,221,159.53,1.246,0,0.59,362.74,0.903,1
12,2,43.39,-45.95,16.82,46.92,0,0,0,none,471,114.04,1.076,1,0.4,0.0,0.941,0
45,1,31.24,-89.95,17.42,32.74,0,1,0,none,283,261.76,0.365,1,0.88,0.0,0.917,0
7,4,18.32,-67.95,25.78,80.69,0,1,1,battery_low,461,117.45,1.802,1,0.5,194.45,0.905,0
23,4,30.73,-92.55,42.87,29.73,1,0,1,sensor_fail,361,106.65,1.952,0,0.5,309.45,0.997,0
41,3,64.66,-93.8,37.07,24.49,0,0,0,none,107,212.41,1.648,0,0.38,0.0,0.988,0
3,5,27.92,-75.65,34.81,58.14,0,0,0,none,197,232.89,1.473,0,0.56,0.0,0.828,1
24,3,47.65,-68.89,22.13,70.16,0,0,0,none,387,229.05,0.124,1,0.26,0.0,0.846,1
2,1,79.99,-84.19,17.04,80.64,0,0,1,sensor_fail,459,223.57,1.417,1,0.3,348.04,0.922,1
33,1,77.66,-60.22,20.99,53.21,0,0,1,sensor_fail,425,220.05,0.945,0,0.5,183.4,0.986,0
20,1,14.74,-68.77,32.16,40.86,0,0,0,none,301,237.25,1.635,1,0.2,0.0,0.929,1
37,1,68.18,-67.91,31.15,22.41,0,0,0,none,383,172.72,0.353,1,0.82,0.0,0.833,0
35,2,88.94,-63.03,28.69,27.47,0,1,0,none,343,200.07,0.7,1,0.3,0.0,0.889,1
38,5,94.87,-57.27,43.4,69.72,0,0,0,none,188,67.77,0.93,0,0.81,0.0,0.921,1
38,2,16.75,-84.39,26.32,44.34,0,0,0,none,186,201.26,0.344,1,0.98,0.0,0.982,0
3,3,18.73,-95.5,33.71,77.75,1,0,0,none,478,199.5,0.692,1,0.16,0.0,0.995,0
10,5,41.98,-52.22,36.49,70.07,0,0,0,none,186,48.71,0.123,0,0.74,0.0,0.995,1
43,5,88.24,-48.42,30.04,60.09,0,1,0,none,160,174.16,0.466,0,0.92,0.0,0.964,1
20,2,64.52,-55.77,31.08,60.78,0,0,0,none,355,72.71,0.45,0,0.63,0.0,0.968,0
28,5,39.41,-75.53,33.85,39.19,0,0,0,none,283,220.37,1.405,1,0.72,0.0,0.857,1
2,1,78.33,-56.62,13.1,55.9,0,0,0,none,377,193.12,1.585,1,0.85,0.0,0.811,1
39,4,67.64,-78.01,48.32,22.34,0,0,0,none,394,80.96,1.28,0,0.54,0.0,0.803,1
24,4,30.01,-85.43,40.15,37.74,1,0,0,none,256,231.35,0.688,0,0.46,0.0,0.997,0
39,1,41.91,-60.48,20.09,84.07,0,1,0,none,142,77.57,1.266,0,0.59,0.0,0.937,0
13,1,52.22,-95.03,42.73,43.5,0,0,0,none,388,59.59,0.348,1,0.28,0.0,0.82,0
36,4,83.93,-75.22,36.23,57.61,0,0,0,none,102,48.78,0.427,0,0.56,0.0,0.828,1
49,5,26.51,-99.52,28.68,68.0,0,0,1,sensor_fail,306,82.61,1.728,1,0.5,270.16,0.844,0
5,1,18.85,-68.55,47.62,86.7,0,0,0,none,209,95.04,1.833,1,0.75,0.0,0.851,0
29,5,36.96,-67.96,13.82,82.87,1,1,1,sensor_fail,383,32.94,1.201,1,0.26,53.17,0.961,0
14,1,96.89,-35.89,30.12,75.66,0,1,1,battery_low,189,166.09,0.505,1,0.28,167.3,0.819,0
3,4,47.45,-88.34,49.45,77.46,0,0,0,none,127,223.69,1.594,0,0.38,0.0,0.897,0
10,3,42.47,-47.3,30.0,28.95,0,0,0,none,376,248.5,0.921,1,0.64,0.0,0.977,1
2,3,66.7,-70.78,15.77,26.55,0,1,0,none,177,116.67,0.428,1,0.89,0.0,0.992,0
40,1,69.79,-75.96,10.76,68.29,1,0,0,none,146,165.04,0.114,0,0.75,0.0,0.889,1
47,2,26.01,-75.38,27.61,24.85,0,0,0,none,475,207.4,0.951,0,0.28,0.0,0.925,1
39,1,53.22,-65.99,32.63,84.17,1,0,0,none,474,221.4,1.276,0,0.3,0.0,0.85,1
6,2,57.97,-55.79,31.72,29.06,0,0,0,none,296,70.86,0.675,0,0.52,0.0,0.971,1
34,3,56.55,-94.11,49.38,66.65,0,0,0,none,166,105.8,1.928,1,0.36,0.0,0.896,1
28,5,90.32,-94.5,23.24,37.38,1,0,0,none,377,79.38,0.554,0,0.47,0.0,0.847,0
10,1,96.9,-76.09,23.54,20.5,0,1,0,none,258,202.03,1.51,0,0.21,0.0,0.927,1
38,5,82.98,-71.98,47.89,48.45,1,0,1,link_loss,442,44.48,1.879,1,0.81,140.41,0.961,1
9,5,95.7,-96.51,16.0,57.63,0,0,0,none,283,170.21,1.055,0,0.73,0.0,0.803,0
37,5,40.75,-33.27,46.13,69.96,1,0,0,none,184,234.24,1.022,0,0.68,0.0,0.834,1
12,1,17.54,-54.99,40.5,60.95,0,0,0,none,443,294.11,1.054,0,0.78,0.0,0.826,0
16,2,33.46,-79.22,10.03,87.42,1,0,0,none,235,56.09,1.468,0,0.66,0.0,0.871,1
36,1,67.53,-83.5,38.55,81.16,0,1,0,none,123,100.96,0.957,0,0.51,0.0,0.971,1
33,1,27.25,-66.78,24.46,45.11,0,0,0,none,503,152.13,1.032,1,0.85,0.0,0.881,1
17,3,31.45,-44.42,29.46,43.38,0,0,1,link_loss,463,67.28,0.975,0,0.13,195.42,0.909,0
12,3,50.26,-32.41,25.09,38.08,0,0,0,none,129,41.45,1.362,0,0.54,0.0,0.857,1
37,5,76.78,-96.34,44.1,33.87,1,0,0,none,378,273.66,0.341,0,0.54,0.0,0.816,0
45,3,43.86,-35.37,31.79,38.88,1,0,1,sensor_fail,425,167.86,0.484,0,0.45,426.72,0.973,0
30,3,23.61,-80.07,25.04,72.94,0,0,0,none,334,198.74,1.429,0,0.86,0.0,0.907,1
2,3,76.63,-91.74,40.26,26.67,0,0,1,link_loss,254,208.34,0.429,1,0.55,355.99,0.841,0
15,3,69.91,-65.46,46.93,21.11,1,1,0,none,72,77.32,1.176,1,0.37,0.0,0.892,1
17,3,24.36,-38.01,10.4,81.77,0,0,0,none,476,78.83,0.321,1,0.12,0.0,0.961,1
24,3,23.11,-51.18,35.71,74.79,1,0,0,none,384,277.78,0.278,1,0.65,0.0,0.8,1
11,2,18.14,-33.65,20.34,43.6,0,0,0,none,300,213.9,0.563,1,0.19,0.0,0.854,0
47,2,23.63,-44.11,38.29,33.33,0,0,0,none,305,287.65,0.234,0,0.55,0.0,0.899,0
44,2,97.49,-88.86,24.17,49.36,0,0,0,none,353,172.36,1.507,1,0.65,0.0,0.833,0
14,4,60.12,-37.57,21.49,42.94,0,0,0,none,347,205.78,1.689,0,0.21,0.0,0.97,0
41,2,85.83,-64.94,49.26,26.82,0,0,0,none,264,206.04,0.96,1,0.97,0.0,0.955,1
33,4,58.71,-43.73,30.36,24.37,0,0,0,none,336,140.99,1.937,0,0.23,0.0,0.878,1
20,2,89.31,-75.49,13.33,70.72,0,0,0,none,298,196.73,0.411,1,0.55,0.0,0.803,1
15,4,86.37,-37.8,29.35,70.99,0,0,0,none,268,181.61,1.331,0,0.66,0.0,0.902,1
47,2,70.18,-77.92,37.3,81.0,0,1,0,none,227,162.44,0.562,1,0.25,0.0,0.838,1
30,4,32.27,-54.83,36.04,77.72,0,0,0,none,394,215.4,0.61,1,0.26,0.0,0.802,0
39,2,50.21,-68.67,48.2,84.37,0,0,0,none,491,87.27,0.993,0,0.62,0.0,0.871,0
15,1,84.72,-53.52,23.53,85.49,1,0,0,none,148,182.81,1.901,0,0.2,0.0,0.835,1
35,3,99.26,-81.37,43.33,49.88,0,0,0,none,400,297.38,0.628,0,0.4,0.0,0.888,1
49,3,81.67,-59.19,48.41,66.22,0,0,0,none,412,283.39,0.191,0,0.87,0.0,0.879,0
42,4,79.74,-48.53,41.89,38.86,1,0,0,none,245,48.81,1.487,0,0.81,0.0,0.899,0
31,3,32.69,-65.64,13.02,63.25,0,0,1,battery_low,501,95.28,0.14,1,0.13,317.87,0.908,1
40,1,15.72,-61.38,43.64,89.78,0,0,1,link_loss,181,192.32,0.871,0,0.41,169.35,0.937,1
10,3,83.03,-96.12,31.52,24.94,1,0,0,none,457,145.74,1.613,1,0.68,0.0,0.951,0
40,4,21.42,-58.53,29.3,63.58,0,0,0,none,465,157.87,1.69,0,0.35,0.0,0.813,1
1,1,96.94,-90.86,24.87,21.81,0,0,0,none,288,295.35,1.698,0,0.69,0.0,0.857,0
13,3,71.49,-96.34,41.31,79.19,1,0,0,none,460,229.23,0.498,1,0.76,0.0,0.925,0
16,5,91.7,-48.92,39.42,25.6,0,1,0,none,266,279.33,0.117,0,0.33,0.0,0.934,1
39,2,64.63,-86.81,42.2,87.71,0,0,0,none,190,208.15,0.557,1,0.78,0.0,0.863,0
1,4,33.28,-98.19,21.41,58.78,0,0,1,battery_low,149,190.2,0.866,1,0.27,418.44,0.823,0
25,2,60.59,-99.59,13.14,81.69,0,0,1,battery_low,283,279.16,1.056,1,0.92,443.21,0.9,0
49,3,74.71,-79.91,20.0,44.94,0,0,0,none,432,229.72,0.617,0,0.33,0.0,0.984,1
49,5,63.68,-74.38,42.28,56.63,0,0,0,none,279,238.94,0.471,0,0.64,0.0,0.811,1
50,1,27.97,-74.01,30.07,70.78,0,0,0,none,169,234.81,1.948,0,0.16,0.0,0.869,1
7,3,83.6,-61.55,47.19,86.35,0,0,0,none,316,43.91,0.955,1,0.81,0.0,0.899,1
11,5,90.87,-37.26,37.43,80.13,0,1,0,none,151,140.1,1.213,1,0.23,0.0,0.813,1
1,2,42.31,-43.41,25.52,75.72,0,0,1,sensor_fail,192,56.49,0.757,1,0.32,78.46,0.826,1
24,5,32.79,-61.13,31.1,65.88,0,1,0,none,228,168.28,0.862,0,0.71,0.0,0.842,1
42,4,70.93,-43.78,32.48,71.86,0,0,0,none,193,105.27,0.147,0,0.3,0.0,0.881,1
1,1,34.04,-82.88,19.09,43.75,0,0,0,none,425,259.97,0.889,0,0.49,0.0,0.846,1
1,3,16.8,-42.07,27.11,61.72,0,0,0,none,224,260.17,1.001,0,0.11,0.0,0.883,0
37,4,73.79,-87.55,45.54,50.93,0,0,0,none,98,261.32,1.007,1,0.71,0.0,0.815,1
5,1,20.28,-63.72,33.49,32.19,1,0,0,none,225,299.78,0.645,0,0.24,0.0,0.833,1
41,5,60.38,-63.59,34.43,38.5,0,0,0,none,271,66.12,0.917,0,0.76,0.0,0.891,1
42,2,48.35,-61.34,33.96,39.21,0,0,1,sensor_fail,495,178.0,0.88,0,0.21,97.95,0.938,0
28,5,18.82,-63.12,12.28,27.74,0,0,0,none,350,249.07,1.92,1,0.61,0.0,0.836,0
31,1,69.99,-43.47,30.35,23.83,0,1,0,none,278,244.04,1.871,1,0.77,0.0,0.847,0
32,2,21.2,-32.65,21.6,79.71,0,0,1,battery_low,177,129.28,0.302,1,0.36,313.52,0.918,0
34,2,56.3,-76.83,43.5,41.69,0,0,1,link_loss,431,128.11,1.411,1,0.2,278.68,0.947,1
11,2,30.35,-38.9,42.58,36.37,0,0,0,none,257,181.86,1.92,1,0.17,0.0,0.924,1
8,3,49.12,-86.5,17.64,73.81,0,0,0,none,502,169.98,1.723,0,0.94,0.0,0.821,1
35,2,69.34,-64.25,29.08,78.44,1,0,0,none,167,21.02,0.708,0,0.31,0.0,0.84,0
31,3,33.63,-96.34,19.24,76.13,1,0,0,none,228,36.3,1.861,1,0.44,0.0,0.951,0
44,4,87.94,-87.95,44.02,81.45,0,0,0,none,392,215.46,1.312,0,0.18,0.0,0.885,0
19,1,52.77,-77.79,40.65,54.86,0,1,1,battery_low,431,33.15,1.176,1,0.22,152.9,0.976,0
2,1,52.64,-68.73,10.28,77.36,0,0,0,none,126,125.03,1.067,0,0.97,0.0,0.987,1
28,1,86.54,-71.0,14.5,25.29,0,0,0,none,491,142.09,1.522,1,0.79,0.0,0.808,0
20,1,94.13,-41.55,43.7,41.22,0,0,0,none,239,259.29,1.624,0,0.72,0.0,0.832,1
47,1,51.01,-50.6,42.83,36.54,0,0,0,none,146,118.18,0.816,1,0.1,0.0,0.848,1
3,1,82.53,-80.42,17.66,55.3,1,0,0,none,370,270.37,0.534,1,0.38,0.0,0.972,1
45,3,75.94,-56.82,10.12,20.66,1,0,0,none,428,144.8,1.689,0,0.5,0.0,0.908,1
12,5,45.53,-54.78,16.02,85.29,0,0,0,none,320,57.94,0.95,1,0.37,0.0,0.894,1
30,2,89.91,-68.14,32.24,48.28,0,0,0,none,333,197.46,0.955,0,0.45,0.0,0.848,1
23,1,11.21,-98.64,48.92,35.5,1,0,1,battery_low,432,179.91,0.117,0,0.47,257.03,0.86,0
45,3,65.67,-78.31,13.43,26.37,1,0,0,none,491,106.69,0.708,1,0.69,0.0,0.855,1
12,5,99.84,-30.27,17.65,41.89,0,0,0,none,316,136.46,1.469,1,0.47,0.0,0.838,1
12,4,39.42,-99.24,38.04,27.93,1,0,0,none,498,134.81,1.016,0,0.35,0.0,0.865,1
7,2,51.48,-53.01,16.49,54.05,1,1,0,none,390,226.15,1.571,1,0.52,0.0,0.914,0
35,5,16.94,-78.57,36.23,36.75,0,1,0,none,210,165.13,0.977,0,0.62,0.0,0.946,0
28,5,72.94,-50.22,12.08,80.18,0,0,0,none,76,249.0,0.758,1,0.42,0.0,0.82,1
46,2,28.95,-64.9,19.34,48.67,1,0,0,none,386,185.92,0.822,1,0.64,0.0,0.912,1
1,5,82.88,-37.94,20.52,35.72,0,0,0,none,494,57.94,1.085,0,0.94,0.0,0.837,1
7,3,44.48,-44.37,28.25,31.95,0,0,0,none,419,48.98,0.304,0,0.11,0.0,0.91,1
13,3,58.67,-32.24,20.21,80.09,0,0,0,none,106,22.61,0.941,0,0.59,0.0,0.868,1
3,2,77.83,-32.23,41.18,21.57,0,0,0,none,285,207.19,1.739,0,0.83,0.0,0.971,1
50,3,38.86,-61.34,12.02,23.07,1,0,0,none,133,248.76,0.877,0,0.77,0.0,0.816,0
14,2,38.86,-32.53,35.66,21.64,0,1,0,none,123,233.81,1.986,1,0.15,0.0,0.821,1
37,1,55.37,-61.86,21.34,86.39,1,0,0,none,152,37.99,1.321,1,0.91,0.0,0.931,1
50,2,82.15,-55.87,21.72,46.15,0,0,0,none,106,103.32,1.6,0,0.97,0.0,0.905,1
20,5,97.54,-57.52,14.8,42.45,1,0,0,none,124,78.2,1.645,1,0.7,0.0,0.847,0
31,1,26.95,-96.06,13.23,89.49,1,1,0,none,222,59.94,1.067,1,0.41,0.0,0.885,0
35,1,65.76,-52.71,41.09,58.97,0,0,0,none,473,41.28,1.39,0,0.75,0.0,0.941,1
28,1,68.93,-72.69,17.78,71.22,0,1,0,none,463,214.34,1.086,0,0.48,0.0,0.86,1
24,3,42.65,-82.43,37.34,67.87,0,0,0,none,321,212.48,0.718,0,0.98,0.0,0.857,1
31,5,26.49,-58.75,32.4,71.72,1,0,0,none,170,89.97,0.225,1,0.62,0.0,0.881,1
36,3,70.27,-32.05,17.03,61.8,0,0,0,none,84,105.35,1.407,1,0.37,0.0,0.839,0
40,5,26.92,-54.28,15.94,58.8,0,0,0,none,247,216.84,0.511,0,0.49,0.0,0.964,1
3,5,87.47,-99.62,11.41,83.83,1,0,0,none,480,115.1,1.445,1,0.33,0.0,0.93,0
21,2,49.34,-81.25,34.16,80.99,1,0,0,none,124,109.74,1.993,1,0.65,0.0,0.808,1
33,5,88.16,-41.59,43.32,68.87,0,0,0,none,94,163.57,0.857,0,0.7,0.0,0.803,1
3,3,40.87,-90.32,27.58,54.74,0,0,0,none,132,288.19,1.779,1,0.87,0.0,0.939,0
18,5,16.53,-40.48,18.51,66.81,0,1,0,none,260,241.87,0.528,1,0.33,0.0,0.977,0
8,4,30.19,-65.43,48.46,73.87,0,0,0,none,384,240.35,0.207,0,0.56,0.0,0.912,1
14,5,65.14,-59.02,31.9,64.83,0,0,0,none,366,61.62,0.967,0,0.13,0.0,0.839,1
37,1,36.32,-38.76,40.87,49.25,1,1,0,none,152,90.72,1.676,1,0.95,0.0,0.882,1
8,1,66.75,-68.53,17.55,55.55,0,1,0,none,418,196.64,0.764,0,0.45,0.0,0.868,1
